SUOMEN_HAKSUOMEN_YHD SUOMEN_HA2 SUOMEN_J_L	SAAMEN_HAKSAAMEN_YHD  SAAMEN_TAI  SAAMEN_RIN  ESIMERKIT JA MUITA HAKUSANAAN LIITTYVIÄ SANOJA  	SAAMEN_HAK	SUOMEN_HAK	SAAMEN_RIN	ESIMERKIT JA MUITA HAKUSANAAN LIITTYVIÄ SANOJA	SAAMEN_YHD	SUOMEN_YHD	SAAMEN_TAI	SUOMEN_HA2	SUOMEN_J_L
adoptio  	adoptio        	adoptio	adoptio							
adoptiolapsi  	adoptiopärni  -päärni      	adoptio	adoptio			pärni	lapsi	-päärni		
adoptoida  	adoptiđ  adoptiim      	adoptiđ	adoptoida					adoptiim		
adventti  	advent        	advent	adventti							
aforismi  	aforismâ  aforiismâ,  aforism    	aforismâ	aforismi	aforism				aforiismâ,		
afrikkalainen  	afriklâš  afriklii      	afriklâš	afrikkalainen					afriklii		
aggregaatti  	aggregaat        	aggregaat	aggregaatti							
aggressiivinen  	aggressijvâlâš  agressijvâlii,  aggressiivlâš aggressiivlii    	aggressijvâlâš	aggressiivinen	aggressiivlâš aggressiivlii				agressijvâlii,		
ah  	kah        	kah	ah							
ahavoitua  	áVáduđ  áVáduVá;   (m. kauhtua) paštuđ paštuum páštoo; (halkeillen esim. huulet) turmuđ turmojeh     	áVáduđ	ahavoitua	 (m. kauhtua) paštuđ paštuum páštoo; (halkeillen esim. huulet) turmuđ turmojeh 				áVáduVá;		
ahavoitunut  	áVádum;     (m. kauhtunut) paštum; (halkeillen esim. huulet) turmum     	áVádum;	ahavoitunut	 (m. kauhtunut) paštum; (halkeillen esim. huulet) turmum 						
ahdas  	äätis  áttá;  naagâs naggâs # naggâ; (tilasta) kärži käärži # kä'ržis, sajettem # sajettes; (vaatteesta, putkesta, kujasta tms.) poskâd # -is ~ po'skis;   (olla ahdas tila, ahtaalla esim. porot aidassa) naggâ; (olla ahtaasti esim. jalka kengässä) naggâsávt~naggâsist; (käydä ahtaaksi tilasta) káržuđ kááržum, sajettuđ sajettuum sajettuVá; (käydä ahtaaksi t. tiukaksi vaatteesta, putkesta tms.) poskâniđ; (tehdä ahtaaksi t. ahtaammaksi) káržudiđ kááržud  	äätis	ahdas	naagâs naggâs # naggâ; (tilasta) kärži käärži # kä'ržis, sajettem # sajettes; (vaatteesta, putkesta, kujasta tms.) poskâd # -is ~ po'skis;	 (olla ahdas tila, ahtaalla esim. porot aidassa) naggâ; (olla ahtaasti esim. jalka kengässä) naggâsávt~naggâsist; (käydä ahtaaksi tilasta) káržuđ kááržum, sajettuđ sajettuum sajettuVá; (käydä ahtaaksi t. tiukaksi vaatteesta, putkesta tms.) poskâniđ; (tehdä ahtaaksi t. ahtaammaksi) káržudiđ kááržud			áttá;		
ahdinko  	pačarâs        	pačarâs	ahdinko							
ahdinparta  Cladophora glomerata	siä'mutiäb'bu  -tiäbu      	siä'mu	ahdin			tiäb'bu	parta	-tiäbu		Cladophora glomerata
ahdistaa  	atâštiđ  atâštâm aatâšt      	atâštiđ	ahdistaa					atâštâm aatâšt		
ahdistella  (takaa ajaen)	uá'Vuttâllâđ  uá'Vuttâlâm      	uá'Vuttâllâđ	ahdistella					uá'Vuttâlâm		(takaa ajaen)
ahdistua  	atâštuđ  atâštuum atâštuVá      	atâštuđ	ahdistua					atâštuum atâštuVá		
ahdistus  	atâštâs~atâštus        	atâštâs~atâštus	ahdistus							
aherrus  	iäljáruššâm        	iäljáruššâm	aherrus							
ahertaa  	iäljáruššâđ  iäljárušâm      	iäljáruššâđ	ahertaa					iäljárušâm		
ahjo  	áhju  ááhju      	áhju	ahjo					ááhju		
ahkera  	viššâl  # -is~-âs,  äŋgir # -âs, álššáá # -s, iäl'jár;  (olla ahkera jssak) iäl'juttiđ iäljut  	viššâl	ahkera	äŋgir # -âs, álššáá # -s, iäl'jár;	(olla ahkera jssak) iäl'juttiđ iäljut			# -is~-âs,		
ahkeroida  	äŋgirâššâđ  äŋgirâšâm,  äŋgiruššâđ äŋgirušâm, iäl'járâššâđ iäl'járâšâm ~ iäl'járuššâđ iäl'járušâm, viššâluššâđ viššâlušâm, älššidiđ älššid    	äŋgirâššâđ	ahkeroida	äŋgiruššâđ äŋgirušâm, iäl'járâššâđ iäl'járâšâm ~ iäl'járuššâđ iäl'járušâm, viššâluššâđ viššâlušâm, älššidiđ älššid				äŋgirâšâm,		
ahkeruus  	älšši  äälši,  iäl'ju iälju, viŠo višo, iäl'járvuotâ iäl'járvuođâ, viššâlvuotâ viššâlvuođâ, äŋgirvuotâ äŋgirvuođâ    	älšši	ahkeruus	iäl'ju iälju, viŠo višo, iäl'járvuotâ iäl'járvuođâ, viššâlvuotâ viššâlvuođâ, äŋgirvuotâ äŋgirvuođâ				äälši,		
ahkio  	kerris;    (pieni) kerrisâš kerrisáá; (vanha, huono) keRislissâ -lisâ; (ylimääräinen) čovvâttâs;  (ahkion emäpuun takajatke) čieppâin; (tulla huonokuntoiseksi ahkiosta) lissâluđ lissâluVá  	kerris;	ahkio	(pieni) kerrisâš kerrisáá; (vanha, huono) keRislissâ -lisâ; (ylimääräinen) čovvâttâs;	(ahkion emäpuun takajatke) čieppâin; (tulla huonokuntoiseksi ahkiosta) lissâluđ lissâluVá					
ahma  Gulo gulo	ketki  keeđhi;    (ahmantalja) keeđhičevđi -čeevđi  	ketki	ahma		(ahmantalja) keeđhičevđi -čeevđi			keeđhi;		Gulo gulo
ahmaista  	hu'rtádiđ,    njiä'ládiđ njiäláád, (ruokansa) šávduliđ, (eläimestä) hamâstiđ haamâst    	hu'rtádiđ,	ahmaista	njiä'ládiđ njiäláád, (ruokansa) šávduliđ, (eläimestä) hamâstiđ haamâst						
ahmanydin  (poron leukaluissa)	keeđhioođâ  -ođđâm      	keeđhi	ahman			oođâ	ydin	-ođđâm		(poron leukaluissa)
ahmatti  (adj.)	vuáv'dáá  # -s      	vuáv'dáá	ahmatti					# -s		(adj.)
ahmia  	hurttođ  hu'rtom,  hu'rtodiđ hurttood, šávguđ šáávgum ~ šávduđ šáávdum; (ihmisestä) si'skediđ siskeed    	hurttođ	ahmia	hu'rtodiđ hurttood, šávguđ šáávgum ~ šávduđ šáávdum; (ihmisestä) si'skediđ siskeed				hu'rtom,		
ahne  	äänhis  ánhás,  vuáv'dáá # -s, hurttáá # -s; (sudesta tai muista pedoista) snielah; (hyttysistä tms. ennen sadetta) šnäkkil # -is; (perso jllek) väimil # -âs (+ ill.); (rahanahne, saita) häänis ~ hänes ~ háánnás # hänis~hänes    	äänhis	ahne	vuáv'dáá # -s, hurttáá # -s; (sudesta tai muista pedoista) snielah; (hyttysistä tms. ennen sadetta) šnäkkil # -is; (perso jllek) väimil # -âs (+ ill.); (rahanahne, saita) häänis ~ hänes ~ háánnás # hänis~hänes				ánhás,		
ahneesti  	vuáv'dáht        	vuáv'dáht	ahneesti							
ahnehtia  	á'nhástuššâđ  á'nhástušâm,  snie'lâhistiđ snie'lâhistâm; (töitä, työnteossa) áhčááttâllâđ áhčááttâlâm    	á'nhástuššâđ	ahnehtia	snie'lâhistiđ snie'lâhistâm; (töitä, työnteossa) áhčááttâllâđ áhčááttâlâm				á'nhástušâm,		
ahnehtiva  	vuo'vnâlâš  vuo'vnâlii      	vuo'vnâlâš	ahnehtiva					vuo'vnâlii		
ahneus  	ä'nhisvuotâ  ä'nhisvuođâ,  snie'lahisvuotâ snie'lahisvuođâ ~ snielahvuotâ snielâhvuođâ    	ä'nhisvuotâ	ahneus	snie'lahisvuotâ snie'lahisvuođâ ~ snielahvuotâ snielâhvuođâ				ä'nhisvuođâ,		
aho  	kied'di  kiedi      	kied'di	aho					kiedi		
ahojäkkärä  Gnaphalium sylvaticum	meccijääkkir        	mecci	aho			jääkkir	jäkkärä			Gnaphalium sylvaticum
aholeinikki  Ranunculus polyanthemos	kuolbâmieđâš  -mieđđâš ~ -mieđii      	kuolbâ	aho			mieđâš	leinikki	-mieđđâš ~ -mieđii		Ranunculus polyanthemos
ahomansikka  Fragaria vesca	kied'dimyer'ji  -myerji,  kuolbâmansik, eennâmmyer'ji -myerji    	kied'di	aho	kuolbâmansik, eennâmmyer'ji -myerji		myer'ji	mansikka	-myerji,		Fragaria vesca
ahomatara  Galium boreale	vie'lgismääđir  -määđđir      	vie'lgis	aho			määđir	matara	-määđđir		Galium boreale
ahonoidanlukko  Botrychium multifidum	kuolbâhäldeelukkâ  -luuhâ      	kuolbâ	aho			häldeelukkâ	noidanlukko	-luuhâ		Botrychium multifidum
aho-orvokki  Viola montana	stuor'rânijttoviola        	stuor'rânijtto	aho			viola	-orvokki			Viola montana
ahopaju  Salix starkeana	kied'disieđ'gâ  -sieđgâ      	kied'di	aho			sieđ'gâ	paju	-sieđgâ		Salix starkeana
ahopellava  Linum catharticum	meccipiellivâs        	mecci	aho			piellivâs	pellava			Linum catharticum
ahopukinjuuri  Pimpinella sâifraria	meccikaaicâmaadâ  -madduu      	mecci	aho			kaaicâmaadâ	pukinjuuri	-madduu		Pimpinella sâifraria
ahosuolaheinä  Rumex acetosella (ssp. acetosella)	kuolbâsälttisyei'ni  -syeini      	kuolbâ	aho			sälttisyei'ni	suolaheinä	-syeini		Rumex acetosella (ssp. acetosella)
ahtaa  	nutkâđ  nuuđhâm notká;    (tulla liian tiiviiseen ahdetuksi) lävviluđ lävviluVá  	nutkâđ	ahtaa		(tulla liian tiiviiseen ahdetuksi) lävviluđ lävviluVá			nuuđhâm notká;		
ahtaasti  	kääržiht,     naggâ, naggâs    	kääržiht, 	ahtaasti	naggâ, naggâs						
ahtaus  	kärživuotâ  kärživuođâ      	kärživuotâ	ahtaus					kärživuođâ		
ahtauttaa  	káržudiđ  kááržud      	káržudiđ	ahtauttaa					kááržud		
ahtautua  	pokkâšuđ  pokkâšuum pokkâšuVá      	pokkâšuđ	ahtautua					pokkâšuum pokkâšuVá		
ahteri  	pottâ  poođâ      	pottâ	ahteri					poođâ		
ahtojää  	morrumjieŊâ  -jieŋâ      	morrum	ahto			jieŊâ	jää	-jieŋâ		
ahven  Perca fluviatilis	vuásku  vuás'kun      	vuásku	ahven					vuás'kun		Perca fluviatilis
ahvenanmaalainen  	ålandlâš  ålandlii      	ålandlâš	ahvenan				maalainen	ålandlii		
ahvenvita  Potamogeton perfoliatus	pu'škosyev'vi  -syeVi      	pu'ško	ahven			syev'vi	vita	-syeVi		Potamogeton perfoliatus
aidanmutka  	äiđimokke  -mohe      	äiđi	aidan			mokke	mutka	-mohe		
aidanvieri  	äiđipaldâ        	äiđi	aidan			paldâ	vieri			
aidas  	ääiđis  áiđás;  (pienen männyn rungosta hakaistu) čađadâs    	ääiđis	aidas	(pienen männyn rungosta hakaistu) čađadâs				áiđás;		
aidata  	áiđuđ  ááiđum      	áiđuđ	aidata					ááiđum		
aie  	aaigâ  aiguu      	aaigâ	aie					aiguu		
aiemmin  	ovdâlist,    tolebáá, tooleeb    	ovdâlist,	aiemmin	tolebáá, tooleeb						
aiempi  	o'vdebâš  o'vdebáá,  tooleeb    	o'vdebâš	aiempi	tooleeb				o'vdebáá,		
aihe  	fáddá  fáádá      	fáddá	aihe					fáádá		
aiheellinen  	ášálâš  ášálii;  (tarpeellinen) tá'rbulâš tá'rbulii    	ášálâš	aiheellinen	(tarpeellinen) tá'rbulâš tá'rbulii				ášálii;		
aiheeton  	äšittem;    (tarpeeton) taarbâšmettum    	äšittem;	aiheeton	(tarpeeton) taarbâšmettum						
aiheuttaa  	toVâttiđ  toovvât;    (aiheuttaa onnettomuus) pärttidiđ  	toVâttiđ	aiheuttaa		(aiheuttaa onnettomuus) pärttidiđ			toovvât;		
aiheutua  	šoddâđ  šoodâm šadda      	šoddâđ	aiheutua					šoodâm šadda		
aihio  	hammiittâs        	hammiittâs	aihio							
aihki(mänty)  	aikkâ  aaihâ  ~ haikkâ haaihâ    	aikkâ	aihki	~ haikkâ haaihâ			(mänty)	aaihâ		
aika  (part.)	vie'hâ,    uá'Li, melgâd    	vie'hâ,	aika	uá'Li, melgâd						(part.)
aika  (subst.)	äigi  ääigi;  (aika jhk, jouto) asto a'sto; (mennyt, mutta lähellä nykyaikaa) manneš; (muinainen aika, aika kauan sitten) toovláš; (edessä oleva pitkähkö aika) purdo pu'rdo; (aika, jolloin kala ui hyvin nuottaan) puttâmäigi -ääigi ~ puttâmpääLi -pääli ~ -päle;  (sinä aikana) ton ääigi; (ajoissa, hyvissä ajoin) ääigild; (lyhyen aikaa) uániháá; (hetkisen aikaa) uánihissii; (pitkä aika) kuhes ääigi; (aika ajoin) ko'skâstuvvâi~ko'skâstuvâi ~ ko'skâttuvvâi~ko'skâttuvâi; (aikaa sitten) áigáá; (ihminen jolla on paljon aikaa) astel # -is; (ihminen jolla on aikaa) jyev'dil # -is; (hukata, tappaa aikaa) jyev'dilistiđ; (löytää aikaa jhk) o'stâstuđ o'stâstuum  	äigi	aika	(aika jhk, jouto) asto a'sto; (mennyt, mutta lähellä nykyaikaa) manneš; (muinainen aika, aika kauan sitten) toovláš; (edessä oleva pitkähkö aika) purdo pu'rdo; (aika, jolloin kala ui hyvin nuottaan) puttâmäigi -ääigi ~ puttâmpääLi -pääli ~ -päle;	(sinä aikana) ton ääigi; (ajoissa, hyvissä ajoin) ääigild; (lyhyen aikaa) uániháá; (hetkisen aikaa) uánihissii; (pitkä aika) kuhes ääigi; (aika ajoin) ko'skâstuvvâi~ko'skâstuvâi ~ ko'skâttuvvâi~ko'skâttuvâi; (aikaa sitten) áigáá; (ihminen jolla on paljon aikaa) astel # -is; (ihminen jolla on aikaa) jyev'dil # -is; (hukata, tappaa aikaa) jyev'dilistiđ; (löytää aikaa jhk) o'stâstuđ o'stâstuum			ääigi;		(subst.)
aikaansaada  	uáž'žuđ áigá,    á'štášiđ ááštáš, selgâniđ, se'lgâttiđ seelgât; (erit. jtk) nakkaniđ;  (tulla tehdyksi) rahtuđ rahtuum ráhtoo  	uáž'žuđ	aikaan	á'štášiđ ááštáš, selgâniđ, se'lgâttiđ seelgât; (erit. jtk) nakkaniđ;	(tulla tehdyksi) rahtuđ rahtuum ráhtoo	 áigá,	saada			
aikaavievä  	áijáá  # -s      	áijáá	aikaa				vievä	# -s		
aikaero  	äigi-iäRu  -iäru      	äigi	aika			-iäRu	ero	-iäru		
aikaihminen  	oLesolmooš  -ulmuu      	oLes	aika			olmooš	ihminen	-ulmuu		
aikainen  	aarrâd        	aarrâd	aikainen							
-aikainen  	-áigásâš  -áigásii      	-áigásâš	-aikainen					-áigásii		
aikaisemmin  	tolebáá,    tooleeb, toleláá, ovdâlist; (vähän) ovdláhháá ~ ovdláá, tolebiššáá~tolebuššáá    	tolebáá,	aikaisemmin	tooleeb, toleláá, ovdâlist; (vähän) ovdláhháá ~ ovdláá, tolebiššáá~tolebuššáá						
aikaisempi  	(ajankohta) tooleeb  tolebáá;  (edellinen) oovdeb    	(ajankohta) tooleeb	aikaisempi	(edellinen) oovdeb				tolebáá;		
aikaisimmin  	tolemus,    tolehumos    	tolemus,	aikaisimmin	tolehumos						
aikaisin  	tooláá;        	tooláá;	aikaisin							
aikaisintaan  	tolemužžân        	tolemužžân	aikaisintaan							
aikaistaa  	tolediđ        	tolediđ	aikaistaa							
aikajärjestys  	äigioornig        	äigi	aika			oornig	järjestys			
aikakausi  	äigipaJe  -paje      	äigi	aika			paJe	kausi	-paje		
aikakausjulkaisu  	äigičaalâ  -čalluu      	äigi	aika			čaalâ	kausjulkaisu	-čalluu		
aikakauslehti  	äigipaJelostâ  -loostâ      	äigi	aika			paJelostâ	kauslehti	-loostâ		
aikakirja  	äigikirje  -ki'rje      	äigi	aika			kirje	kirja	-ki'rje		
aikalainen  	á'igálâš  á'igálii      	á'igálâš	aikalainen					á'igálii		
aikamerkki  	äigimerkkâ  -meerhâ      	äigi	aika			merkkâ	merkki	-meerhâ		
aikamoinen  	viehâlágán,     uálilágán, melgâdlágán    	viehâlágán, 	aika	uálilágán, melgâdlágán			moinen			
aikamuoto  	äigihääMi  -häämi      	äigi	aika			hääMi	muoto	-häämi		
aikataulu  	äigitavlu  -taavlu      	äigi	aika			tavlu	taulu	-taavlu		
aikavyöhyke  	äigistielâs  -stiellâs,  äigiavadâh -avaduv    	äigi	aika	äigiavadâh -avaduv		stielâs	vyöhyke	-stiellâs,		
aikaväli  	äigikoskâ  -kooskâ,  puddâ puudâ    	äigi	aika	puddâ puudâ		koskâ	väli	-kooskâ,		
aikayksikkö  	äigiohtâdâh  -ohtâduv      	äigi	aika			ohtâdâh	yksikkö	-ohtâduv		
aikoa  	áiguđ  ááigum,  meinađ meinaam, keehâđ keeVâm; (useaan otteeseen) kehâdiđ keehâd;  (aikoa toistuvasti tehdä jtk) hippâđ hiipâm  	áiguđ	aikoa	meinađ meinaam, keehâđ keeVâm; (useaan otteeseen) kehâdiđ keehâd;	(aikoa toistuvasti tehdä jtk) hippâđ hiipâm			ááigum,		
aikomus  	aaigâ  aiguu,  áigumuš    	aaigâ	aikomus	áigumuš				aiguu,		
aikuinen  	oLesolmooš  -ulmuu,  vuo'râsolmooš -ulmuu    	oLes	aikuinen	vuo'râsolmooš -ulmuu		olmooš		-ulmuu,		
aikuiskoulutus  	rävisolmoošškovliittâs        	rävis	aikuis			olmoošškovliittâs	koulutus			
aikuistua  	rávásmuđ  rávásmuum rávásmuVá,  šoddâđ räävisin    	rávásmuđ	aikuistua	šoddâđ räävisin				rávásmuum rávásmuVá,		
aina  	ain,    eivi, ovttuu;  (aina vain) eivi mield, eivi et eivi  	ain,	aina	eivi, ovttuu;	(aina vain) eivi mield, eivi et eivi					
ainainen  	álulâš  álulii      	álulâš	ainainen					álulii		
ainakaan  	aainâs-uv,    kuittâg    	aainâs-uv,	ainakaan	kuittâg						
ainakin  	aainâs,    aainâs-uv, kuittâg    	aainâs,	ainakin	aainâs-uv, kuittâg						
aine  	aamnâs  amnâs      	aamnâs	aine					amnâs		
aineellinen  	a'mnâslâš  a'mnâslii,  materiaallâš materiaallii    	a'mnâslâš	aineellinen	materiaallâš materiaallii				a'mnâslii,		
aineenopettaja  	a'mnâsmáttáátteijee        	a'mnâs	aineen			máttáátteijee	opettaja			
aineenvaihdunta  	a'mnâsmolsom        	a'mnâs	aineen			molsom	vaihdunta			
aineeton  	immateriaallâš  immateriaallii      	immateriaallâš	aineeton					immateriaallii		
aineisto  	a'mnâstâh  amnâstuv      	a'mnâstâh	aineisto					amnâstuv		
aineopinnot  	a'mnâsuápuh  -uápui,  a'mnâsluhâmeh -luhâmij    	a'mnâs	aine	a'mnâsluhâmeh -luhâmij		uápuh	opinnot	-uápui,		
